TIME,COLUMN_LENGTH
0.726714134216,100
0.779747009277,100
0.902106046677,100
0.952809810638,100
0.970129013062,100
1.09121799469,100
10.6689631939,100
28.116038084,100
34.1101031303,2490
41.3117890358,2490
44.445483923,2490
6.4575419426,2490
1.11280918121,2490
2.09331011772,2490
205.196408987,2490
7.0429289341,2490
